account_id,arm,route,released,outcome,label,correct,drivers,driver_overlap,verified_first_time,conflict_triggered,conflict_severity,tot_ran,latency_ms,prompt_tokens,completion_tokens
ACC-1006,conflict_gated,green,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'avg_ticket_sentiment_26w', 'adverse_events_2q', 'favorable_events_2q', 'onboarding_incomplete', 'sponsor_change')",0.5,True,True,low,True,156.99291600321885,0,0
ACC-1008,conflict_gated,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_note_sentiment_26w', 'adverse_events_2q', 'onboarding_incomplete', 'active_users_delta_13w', 'avg_closed_csat_26w')",0.5,True,True,moderate,True,133.95725000009406,0,0
ACC-1009,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,243.53304199757986,0,0
ACC-1013,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,165.8511659989017,0,0
ACC-1014,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,188.74829199921805,0,0
ACC-1016,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,309.5855420033331,0,0
ACC-1017,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,168.12741700414335,0,0
ACC-1025,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,241.29645799985155,0,0
ACC-1028,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,151.19779099768493,0,0
ACC-1029,conflict_gated,red,True,Churned,Churned,True,"('support_escalation_rate', 'adverse_events_2q', 'avg_note_sentiment_26w', 'open_high_priority_count', 'avg_closed_csat_26w', 'adoption_level_last_q')",0.5,True,True,low,True,163.67695899680257,0,0
ACC-1030,conflict_gated,red,True,Contracted,Contracted,True,"('open_high_priority_count', 'sponsor_change', 'product_breadth', 'advanced_feature_depth', 'adverse_events_2q', 'avg_note_sentiment_26w')",0.5,True,True,low,True,175.06745899299858,0,0
ACC-1031,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,231.86408300534822,0,0
ACC-1032,conflict_gated,red,False,,Contracted,,(),0.0,False,True,low,True,171.97770900384057,0,0
ACC-1033,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,141.0776250049821,0,0
ACC-1036,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,199.20870900386944,0,0
ACC-1038,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'support_escalation_rate')",0.5,True,True,severe,True,221.02616599295288,0,0
ACC-1043,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,149.60149999387795,0,0
ACC-1046,conflict_gated,green,True,Churned,Churned,True,"('support_escalation_rate', 'avg_note_sentiment_26w', 'adverse_events_2q', 'adoption_level_last_q', 'avg_closed_csat_26w', 'active_users_delta_6w')",0.5,True,True,moderate,True,167.575792002026,0,0
ACC-1051,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,197.87004200043157,0,0
ACC-1054,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,143.2671250004205,0,0
ACC-1055,conflict_gated,amber,True,Renewed,Renewed,True,"('onboarding_incomplete', 'adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'high_priority_share_26w', 'support_escalation_rate')",0.5,True,True,low,True,164.23075000056997,0,0
ACC-1060,conflict_gated,red,True,Churned,Contracted,False,"('avg_closed_csat_26w', 'sponsor_lost', 'adoption_level_last_q', 'support_escalation_rate', 'avg_note_sentiment_26w', 'adverse_events_2q')",0.6666666666666666,True,True,moderate,True,158.38204199826578,0,0
ACC-1064,conflict_gated,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'avg_ticket_sentiment_26w', 'avg_note_sentiment_26w', 'adverse_events_2q', 'favorable_events_2q')",0.5,True,True,severe,True,134.60429100086913,0,0
ACC-1067,conflict_gated,red,False,,Expanded,,(),0.0,False,True,severe,True,153.32766699430067,0,0
ACC-1071,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,169.93745900253998,0,0
ACC-1077,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,163.02358299435582,0,0
ACC-1078,conflict_gated,red,False,,Renewed,,(),0.0,False,True,severe,True,212.15766700333916,0,0
ACC-1080,conflict_gated,green,True,Churned,Churned,True,"('avg_closed_csat_26w', 'avg_note_sentiment_26w', 'support_escalation_rate', 'adoption_level_last_q', 'active_users_delta_6w', 'open_high_priority_count')",0.5,True,True,low,True,167.0400420043734,0,0
ACC-1081,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,166.192584001692,0,0
ACC-1082,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'onboarding_incomplete', 'adoption_trend_13w', 'support_escalation_rate')",0.3333333333333333,True,True,severe,True,146.36083399818745,0,0
ACC-1084,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,152.88283299742034,0,0
ACC-1087,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,173.68812499626074,0,0
ACC-1088,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'avg_closed_csat_26w', 'favorable_events_2q', 'onboarding_incomplete', 'avg_note_sentiment_26w')",0.5,True,True,severe,True,164.26541699911468,0,0
ACC-1089,conflict_gated,red,False,,Contracted,,(),0.0,False,True,severe,True,174.7045000010985,0,0
ACC-1094,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,247.51575000118464,0,0
ACC-1095,conflict_gated,green,True,Churned,Churned,True,"('support_escalation_rate', 'avg_note_sentiment_26w', 'avg_closed_csat_26w', 'open_high_priority_count', 'adoption_level_last_q', 'adverse_events_2q')",0.5,True,True,low,True,183.4513750000042,0,0
ACC-1097,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,157.60445799969602,0,0
ACC-1098,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,192.96174999908544,0,0
ACC-1102,conflict_gated,red,True,Contracted,Contracted,True,"('adoption_level_last_q', 'support_escalation_rate', 'adverse_events_2q', 'open_high_priority_count', 'onboarding_incomplete', 'sponsor_change')",0.6666666666666666,True,True,low,True,186.1475409968989,0,0
ACC-1103,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,150.16550000291318,0,0
ACC-1107,conflict_gated,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'favorable_events_2q', 'support_escalation_rate', 'onboarding_incomplete')",0.5,True,True,severe,True,184.8875410069013,0,0
ACC-1108,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,187.59624999802327,0,0
ACC-1109,conflict_gated,red,True,Contracted,Contracted,True,"('onboarding_incomplete', 'adverse_events_2q', 'avg_closed_csat_26w', 'adoption_level_last_q', 'high_priority_share_26w', 'support_escalation_rate')",0.8333333333333334,True,True,low,True,170.19370799971512,0,0
ACC-1110,conflict_gated,red,False,,Churned,,(),0.0,False,True,low,True,175.5622909986414,0,0
ACC-1112,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,149.22587500041118,0,0
ACC-1113,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,171.46366700035287,0,0
ACC-1117,conflict_gated,red,True,Contracted,Expanded,False,"('adoption_trend_13w', 'sponsor_lost', 'adoption_level_last_q', 'adverse_events_2q', 'avg_note_sentiment_26w', 'onboarding_incomplete')",0.5,True,True,severe,True,151.2652919991524,0,0
ACC-1118,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,176.03345799579984,0,0
ACC-1122,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,234.34495800029254,0,0
ACC-1123,conflict_gated,red,False,,Contracted,,(),0.0,False,True,moderate,True,159.22429200145416,0,0
ACC-1124,conflict_gated,red,False,,Contracted,,(),0.0,False,True,low,True,152.33129099942744,0,0
ACC-1127,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,139.07849999668542,0,0
ACC-1130,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,153.64299999782816,0,0
ACC-1132,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,148.86383300472517,0,0
ACC-1138,conflict_gated,red,False,,Renewed,,(),0.0,False,True,severe,True,145.67941700079245,0,0
ACC-1141,conflict_gated,amber,True,Churned,Churned,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'avg_note_sentiment_26w', 'onboarding_incomplete', 'advanced_feature_depth', 'avg_ticket_sentiment_26w')",0.3333333333333333,True,True,low,True,144.51266700052656,0,0
ACC-1143,conflict_gated,red,True,Renewed,Renewed,True,"('adverse_events_2q', 'open_high_priority_count', 'avg_closed_csat_26w', 'adoption_level_last_q', 'onboarding_incomplete', 'support_escalation_rate')",0.5,True,True,severe,True,142.6875840043067,0,0
ACC-1145,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,148.79487500002142,0,0
ACC-1147,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,135.5444169967086,0,0
ACC-1150,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,189.18191700504394,0,0
ACC-1151,conflict_gated,red,False,,Contracted,,(),0.0,False,True,low,True,143.67541600222467,0,0
ACC-1154,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,145.43058299750555,0,0
ACC-1156,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'avg_closed_csat_26w', 'avg_note_sentiment_26w', 'onboarding_incomplete', 'sponsor_change')",0.6666666666666666,True,True,severe,True,168.66537500027334,0,0
ACC-1157,conflict_gated,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'adoption_trend_13w')",0.6666666666666666,True,True,severe,True,139.39729199773865,0,0
ACC-1159,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,183.51566700584954,0,0
ACC-1160,conflict_gated,red,False,,Expanded,,(),0.0,False,True,low,True,205.0512920031906,0,0
ACC-1162,conflict_gated,amber,True,Renewed,Renewed,True,"('onboarding_incomplete', 'avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'sponsor_change', 'adoption_trend_13w')",0.8333333333333334,True,True,low,True,152.87487499881536,0,0
ACC-1164,conflict_gated,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'active_users_delta_6w', 'sessions_delta_6w', 'onboarding_incomplete')",0.3333333333333333,True,True,moderate,True,181.15362499520415,0,0
ACC-1165,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'support_escalation_rate', 'avg_note_sentiment_26w', 'adoption_trend_13w')",0.3333333333333333,True,True,severe,True,173.9017919971957,0,0
ACC-1166,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,164.40725000575185,0,0
ACC-1169,conflict_gated,amber,True,Churned,Churned,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'adoption_level_last_q', 'avg_note_sentiment_26w', 'advanced_feature_depth', 'product_breadth')",0.5,True,True,low,True,137.06129099591635,0,0
ACC-1171,conflict_gated,green,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'adoption_level_last_q', 'avg_note_sentiment_26w', 'avg_ticket_sentiment_26w', 'favorable_events_2q')",0.3333333333333333,True,True,moderate,True,139.27341700036777,0,0
ACC-1173,conflict_gated,red,True,Contracted,Renewed,False,"('adoption_level_last_q', 'adoption_trend_13w', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'support_escalation_rate')",0.6666666666666666,True,True,low,True,245.65395799436374,0,0
ACC-1174,conflict_gated,red,False,,Contracted,,(),0.0,False,True,low,True,221.8183750010212,0,0
ACC-1175,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,159.8775420061429,0,0
ACC-1178,conflict_gated,red,False,,Expanded,,(),0.0,False,True,severe,True,155.0697089987807,0,0
ACC-1179,conflict_gated,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'support_escalation_rate', 'avg_note_sentiment_26w', 'avg_closed_csat_26w')",0.5,True,True,moderate,True,182.8096250028466,0,0
ACC-1180,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,139.19179199729115,0,0
ACC-1183,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,158.93220800353447,0,0
ACC-1186,conflict_gated,amber,True,Renewed,Renewed,True,"('adverse_events_2q', 'avg_closed_csat_26w', 'support_escalation_rate', 'onboarding_incomplete', 'adoption_level_last_q', 'ticket_count_26w')",0.5,True,True,moderate,True,133.55458300065948,0,0
ACC-1188,conflict_gated,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'adoption_trend_13w', 'open_high_priority_count')",0.5,True,True,moderate,True,137.46037499367958,0,0
ACC-1189,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,153.82495800440665,0,0
ACC-1190,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,138.34037500055274,0,0
ACC-1191,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,158.60991699446458,0,0
ACC-1196,conflict_gated,red,False,,Expanded,,(),0.0,False,True,severe,True,154.7710829981952,0,0
ACC-1204,conflict_gated,red,False,,Churned,,(),0.0,False,True,low,True,151.62341699760873,0,0
ACC-1215,conflict_gated,red,True,Churned,Churned,True,"('adverse_events_2q', 'avg_note_sentiment_26w', 'active_users_delta_6w', 'advanced_feature_depth', 'avg_closed_csat_26w', 'product_breadth')",0.3333333333333333,True,True,low,True,171.6584999958286,0,0
ACC-1218,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,191.1113749956712,0,0
ACC-1222,conflict_gated,red,False,,Contracted,,(),0.0,False,True,low,True,136.66387499688426,0,0
ACC-1223,conflict_gated,amber,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'adoption_trend_13w', 'avg_note_sentiment_26w')",0.5,True,True,moderate,True,183.07974999333965,0,0
ACC-1225,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,162.7259589949972,0,0
ACC-1226,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,190.61625000176718,0,0
ACC-1229,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,256.9951250043232,0,0
ACC-1230,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'adoption_trend_13w', 'favorable_events_2q', 'onboarding_incomplete')",0.5,True,True,severe,True,198.51062499947147,0,0
ACC-1231,conflict_gated,red,False,,Contracted,,(),0.0,False,True,low,True,191.10224999894854,0,0
ACC-1234,conflict_gated,red,False,,Contracted,,(),0.0,False,True,severe,True,169.59804199723294,0,0
ACC-1239,conflict_gated,green,True,Renewed,Renewed,True,"('adverse_events_2q', 'avg_closed_csat_26w', 'favorable_events_2q', 'adoption_level_last_q', 'onboarding_incomplete', 'support_escalation_rate')",0.0,True,True,low,True,132.3782090039458,0,0
ACC-1242,conflict_gated,red,False,,Expanded,,(),0.0,False,True,severe,True,189.12145899957977,0,0
ACC-1244,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,250.79895799717633,0,0
ACC-1245,conflict_gated,red,False,,Renewed,,(),0.0,False,True,low,True,138.76779100246495,0,0
ACC-1246,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,170.176542000263,0,0
ACC-1248,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adoption_trend_13w', 'adverse_events_2q', 'active_users_delta_6w', 'active_users_delta_13w', 'sessions_delta_6w')",0.5,True,True,severe,True,132.65208300435916,0,0
ACC-1251,conflict_gated,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'avg_closed_csat_26w', 'active_users_delta_6w', 'adoption_trend_13w')",0.3333333333333333,True,True,severe,True,167.28887499630218,0,0
ACC-1254,conflict_gated,red,False,,Expanded,,(),0.0,False,True,moderate,True,180.731915999786,0,0
ACC-1258,conflict_gated,red,False,,Renewed,,(),0.0,False,True,moderate,True,140.60845899803098,0,0
